id,name,level,exp,hp
9001018,Giant Blade Master,60,388,11000
9001019,Secret Room Guardian Doll,33,388,1500
9001020,Straw Training Doll,50,130,3000
9001021,Wooden Training Doll,51,135,3200
9001022,Training Jar,47,119,2640
9001023,Training Bellflower,53,146,3600
9001024,Primitive Thief Boar,57,172,4600
9001025,Kenta's Freezer,42,103,2100
9001026,Kenta's Seruf,45,330,7800
9001027,Decaying Coolie Zombie,57,172,4600
9001028,Secret Master Soul Teddy,67,263,8500
9001029,Ship Captain,70,296,10000
9001030,Ship Kru,68,274,9000
9001031,Schiller,30,274,14000
9001032,Energy Conducting Device,70,274,130000
9001033,Bomb,35,274,10000
9001034,Attacking Android,120,274,210000
9001035,Poison Gas Generator,100,274,800000
9001036,Strange Monster,30,274,25000
9001037,Mastema,70,2400,110000
9001038,Mastema,70,2400,110000
9001039,Past Self,100,2400,800000
9001040,Past Self,100,2400,800000
9001041,Past Self,100,2400,1200000
9001042,Past Self,100,2400,1200000
9001043,Manon,100,2400,2500000
9001044,Griffey Herald of Heroes,100,2400,2500000
9001045,Lock,30,2400,36000
9001046,Dust Dwarf,70,2400,50000
9001047,Guardioso,100,2400,2500000
9001048,Garbage Pile,3,5,25
9001049,Chained Wolfhound,6,5,130
9001050,Assailant,6,5,65
9001051,Bigby,5,5,60
9001052,Ensorcelled Knight,100,5,85000
9001053,Deceptive Cygnus,100,5,65000
9001054,Prickleface,9,5,132
9001055,Trained Attack Stirge,11,19,150
9001056,Unidentified Assailant,15,19,500
9001057,Exam Instructor Tae Roon,27,19,35000
9001058,Inner Rage,100,19,1200000
9010000,Dream Zakum,110,19,66000000
9010001,Dream Zakum,110,19,88000000
9010002,Dream Zakum,110,360340,110000000
9010003,Dream Balrog,70,360340,4280000
9010004,Dream Balrog,1,360340,600000000
9010005,Dream Balrog,1,360340,600000000
9010007,Dream Horntail,160,291960,330000000
9010008,Dream Pink Bean,180,6290000,2100000000
9010009,Dream Hilla,190,2040000,2100000000
9010010,Dream Hilla,190,2040000,2100000000
9010011,Admin Balloon,10,0,9
9010012,Mega-Admin Balloon,10,0,10000
9010013,GM Haku Balloon,10,0,10000
9010017,Maple Fireworks,10,0,10
9010018,Bachelor Radish,10,0,10
9010019,Bully Jack,10,0,5000000
9010020,Giant Ice Block,10,0,1000000
9010021,Giant Ice Block,10,0,10000000
9010022,Giant Ice Block,10,0,1000000
9010023,Giant Ice Block,10,0,1000000
9010024,Returned Crimson Balrog,1,3500,5000000
9010025,Returned Crimson Balrog,1,0,1
9010026,Throwback Orange Mushroom,1,1,9900
9010027,Throwback Slime,1,1,9900
9010028,Throwback Ribbon Pig,1,1,9900
9010029,Throwback Red Snail,1,1,9900
9010030,Throwback Stone Golem,1,1,9900
9010031,Throwback Blue Mushroom,1,1,9900
9010032,Throwback Spore,1,1,9900
9010033,Throwback Iron Hog,1,1,9900
9010034,Throwback Plateon,1,1,9900
9010035,Throwback Mateon,1,1,9900
9010036,Throwback Hodori,1,1,9900
9010037,Gelimer's Escape Pod,10,0,1000000000
9010038,Throwback Snail,1,1,9900
9010039,Throwback Lupin,1,1,9900
9010040,Throwback Horny Mushroom,1,1,9900
9010041,Throwback Curse Eye,1,1,9900
9010042,Throwback Cherry Bubble Tea,1,1,9900
9010043,Throwback Green Mushroom,1,1,9900
9010044,Throwback Zombie Lupin,1,1,9900
9010045,Throwback Three-Tailed Fox,1,1,9900
9010046,Throwback Hogul,1,1,9900
9010047,Returned Mushmom,1,1650,5000000
9010048,Returned Mushmom,1,0,1
9010049,Orange Mushroom,10,0,125
9010050,Reward Robber,10,0,1000000
9010051,Bomb,125,0,1619775
9010052,Balrog,90,0,220000
9010053,11th Anniversary Admin Balloon,11,0,11000
9010054,Pinball Game Points,10,0,100000000
9010055,Glass Exhibit,1,0,1000000
9010056,Glass Exhibit,1,0,1000000
9010057,Glass Exhibit,1,0,1000000
9010058,Glass Exhibit,1,0,1000
9010059,Glass Exhibit,1,0,1000
9010060,Glass Exhibit,1,0,1000
9010061,Glass Exhibit,1,0,1000
9010062,Glass Exhibit,1,0,1000
9010063,Glass Exhibit,1,0,1000
9010064,Glass Exhibit,1,0,132
9010065,Glass Exhibit,1,0,132
9010066,Glass Exhibit,1,0,132
9010067,Glass Exhibit,1,0,132
9010068,Glass Exhibit,1,0,132
9010069,Glass Exhibit,1,0,132
9010070,Glass Exhibit,1,0,132
9010071,Glass Exhibit,1,0,132
9010072,Glass Exhibit,1,0,132
9010073,Glass Exhibit,1,0,132
9010074,Glass Exhibit,1,0,60
9010075,Glass Exhibit,1,0,60
9010076,Glass Exhibit,1,0,60
9010077,Glass Exhibit,1,0,96
9010078,Glass Exhibit,1,0,96
9010079,Glass Exhibit,1,0,96
9010080,Glass Exhibit,1,0,96
9010081,Glass Exhibit,1,0,96
9010082,Glass Exhibit,1,0,96
9010083,Glass Exhibit,1,0,96
9010084,Glass Exhibit,1,0,36
9010085,Glass Exhibit,1,0,36
9010086,Glass Exhibit,1,0,36
9010087,Glass Exhibit,1,0,12
9010088,Glass Exhibit,1,0,12
9010089,Glass Exhibit,1,0,12
9010090,Massive Glass Exhibit,10,0,24000
9010091,Massive Glass Exhibit,10,0,1000000
9010092,Massive Glass Exhibit,10,0,1000000
9010093,Massive Glass Exhibit,10,0,1000000
9010094,Massive Glass Exhibit,10,0,1000000
9010095,Massive Glass Exhibit,1,0,1000000
9010096,Glass Exhibit,1,0,36
9010098,황금돼지바 배달부,15,0,78000000
9010099,Black Bull,150,0,2000000000
9010100,Yellow Bull,120,0,1000000000
9010101,Red Bull,10,0,3000
9010102,Elite Pumpkin Zombie,10,17,125
9010103,Frankenbalrog,10,0,10
9010104,Frankenbalrog,10,0,100
9010105,Frankenbalrog,10,0,50000
9010106,Frankenbalrog,10,0,100
9010107,Frankenbalrog,10,0,50000
9010108,Frankenbalrog,10,0,100
9010109,Frankenbalrog,10,0,50000
9010110,Frankenbalrog,10,0,100
9010111,Frankenbalrog,10,0,50000
9010112,Frankenbalrog,10,0,100
9010113,12th Anniversary Maple Rain,10,0,100000000
9010114,Squirrel,10,0,500000
9010115,Squirrel,10,0,100000
9010116,Elite Halloween Pumpkin,10,0,10
9010117,Bully Jack,10,0,1031000
9010118,Large Unearthed Artifact,10,0,99999999
9010119,Large Unearthed Artifact,10,0,1000000
9010120,Large Unearthed Artifact,10,0,1000000
9010121,Large Unearthed Artifact,10,0,1000000
9010122,Rhinojinn,10,0,7777777
9010123,Pseudo Santa,10,0,100000000
9010124,Party Punk Yeti and Pepe,10,0,300000
9010125,Party Punk Jr. Balrog,10,0,300000
9010126,Party Punk Pink Bean,10,0,300000
9010127,Party Punk Orange Mushroom,10,0,300000
9010128,Party Punk Slime,10,0,300000
9010129,Party Punk Teeny White Monkey,10,0,300000
9010130,Party Punk Evil Eye,10,0,300000
9010131,Party Punk Water Thief Monster,10,0,300000
9010132,Party Punk Axe Stump,10,0,300000
9010133,Party Punk Grizzly,10,0,300000
9010134,Party Punk Panda,10,0,300000
9010135,Party Punk Octopus,10,0,300000
9010136,Party Punk Admin Balloon,10,0,3000000
9010137,Party Punk Ribbon Pig,10,0,50000
9010138,Party Punk Cube Slime,10,0,50000
9010139,Party Punk Golden Phenec,10,0,50000
9010140,Party Punk Pink Teddy,10,0,50000
9010141,Party Punk Bellflower Root,10,0,50000
9010142,Party Punk Mini Castle Golem,10,0,50000
9010143,Party Punk Birk,10,0,50000
9010144,Party Punk Scuba Pepe,10,0,50000
9010145,Party Punk Jr. Yeti,10,0,50000
9010146,Party Punk Bronze Meso,10,0,50000
9010147,Party Punk Silver Meso,10,0,50000
9010148,Party Punk Gold Meso,10,0,50000
9010149,Invisible Ghost,10,0,700000000
9010150,Spirit of Haven,10,0,5000
9010151,Broken Honey Pot,10,0,10
9010152,Blood Harp,100,5830,613525
9010153,Dual Birk,105,6648,821400
9010154,Black Kentaurus,110,7665,1542490
9010155,Soul Teddy,115,8955,1711012
9010156,Giagantic Spirit Viking,120,10592,1990904
9010157,Thanatos,125,12647,2441627
9010158,Frozen Rose,130,15195,3122644
9010159,Bain,135,18308,4093416
9010160,Dark Wyvern,140,22060,5413407
9010161,Skelegon,145,26525,7142078
9010162,Skelosaurus,150,31774,9338892
9010163,Enraged Espresso Machine,155,37882,12063311
9010164,Oblivion Monk Trainee,160,44921,15374796
9010165,Chief Oblivion Guardian,165,52965,19332810
9010166,Official Knight B,170,62087,23996816
9010167,Official Knight E,175,72360,29426275
9010168,Gray Luxury Saucer,180,83858,35680650
9010169,Swollen Stump,185,87571,37920487
9010170,Pillaging Fire Boars,190,91284,40160324
9010171,Ancient Dark Golem,195,94997,42400161
9010172,Happy Erda,200,98708,44640000
9010173,Blazing Erda,205,112662,51973800
9010174,Pinedeer,210,248003,119599200
9010175,Rhyturtle,215,278138,136530000
9010176,Paper Bag Alley Citizen,220,309470,187966240
9010177,Red Dancing Shoes,225,342720,211494140
9010178,Water Spirit,230,393361,258998400
9010179,Toxic Spirit,235,431459,288184000
9010180,Red Shadow,240,470824,318873600
9010181,Thralled Archer,245,518511,439566000
9020000,BlackBeanFan77,10,1,125
9020001,GrinningReaper,10,1,125
9020002,CorpsLeaderZing,10,1,125
9020003,SkoolkidAria,10,1,125
9020004,DutchmansCapn,10,1,125
9020005,OnePunchMonkey,10,1,125
9020006,PuzzledPinkPachy,10,1,125
9020007,RlaxOwns87,10,1,125
9020008,FarmerDigi,10,1,125
9020009,FlamingFlint23,10,1,125
9020010,MultiverseDefender,10,1,125
9020011,ChefJeffers,10,1,125
9020012,WallStreetDeni,10,1,125
9020013,BambooWarriorDude,10,1,125
9020014,RainySprout,10,1,125
9020015,Mallowphant38,10,1,125
9020016,CarrotCakeShakeup,10,1,125
9020017,GalNxtDoor,10,1,125
9020018,FlameyBennu,10,1,125
9020019,ChromeButter,10,1,125
9020020,OceanSwordFisher,10,1,125
9020021,SmackdownChamp,10,1,125
9020022,CampingBuff102,10,1,125
9020023,DewSprout,10,1,125
9020024,LiveLoveCheer56,10,1,125
9020025,BBaller2017,10,1,125
9020026,Unbreakable91,10,1,125
9020027,PeppyPippi,10,1,125
9020028,AmaRilloFox,10,1,125
9020029,PancakesAreLife22,10,1,125
9020030,Again2002,10,1,125
9020031,SouthPoleXplorer,10,1,125
9020032,CandyStripesHealer,10,1,125
9100000,Super Slime,200,1,930000
9100001,Super Jr. Necki,200,1,930000
9100002,Super Stirge,200,1,930000
9100003,Ultra Jr. Necki 1,200,1,930000
9100004,Ultra Jr. Necki 2,200,1,930000
9100005,Super Trickster,200,1,930000
9100006,Super Green Trickster,200,1,930000
9100007,Super Ribbon-Pig,200,1,930000
9100008,Super Coke Snail 1,200,1,930000
9100009,Super Coke Snail 2,200,1,930000
9100010,Mr. Black Sheep,200,1,930000
9100011,Orange Mushroom,15,0,12500
9100012,Shade,45,134,4800
9100013,Adin ,86,134,74000
9100014,Strange Axe Stump,18,30,500
9100015,Powerful Evil Eye,20,42,700
9100016,Powerful Curse Eye,22,45,800
9100017,Powerful Cold Eye,24,49,950
9100018,Powerful Surgeon Eye,26,52,1100
9100019,Summoned Pigmy,29,52,6000
9100020,OctoPirate,18,39,435
9100021,OctoPirate,22,50,650
9100022,Strange Creature,22,32,1200
9100023,Curious Lupin,27,5,400
9100024,SnowFro the Fruitnificent,135,6138,17520000
9100025,Busted Ravana,140,7352,54390000
9100026,Enhanced Fire Sentinel,75,436,16500
9100027,Ghost of Red Leaf High,10,0,999999999
9100028,Custodial Closet Mouse,10,0,125
9100029,Custodial Closet Kitty,10,0,50000
9100030,Cat Burglar,10,0,500
9100031,So Ha,10,0,125
9100032,Detention Familiar,10,0,500
9100033,Bad Kid,1,0,10
9100034,Music Room Ghost,10,0,1300
9100035,So Ha,60,0,5500
9100036,Custodial Closet Kitty,60,0,5500
9100037,Devil Slime,23,0,465
9100038,Ghost of Red Leaf High,10,0,999999999
9100039,Scarred Bear,1,0,1
9100040,Cafeteria Cauldron,30,0,22000
9100041,Ghost of Red Leaf High,10,0,999999999
9100043,Wightmare,200,0,4200000
9100044,Dark Eliza,163,6624,720000
9100045,Stump,8,13,95
9100046,Gerbil,55,216,9600
9100047,Gerbil,55,216,9600
9100048,Xerxes,83,34200,5520000
9100049,Monster Collection,10,34200,2100000000
9101078,Inferno Wolf,1,1,2000000000
9101092,Targa,125,110000,12000000
9101093,Scarboss,125,110000,12000000
9200000,Wild Boar,25,44,525
9200001,Fire Boar,32,68,1100
9200002,Dark Stump,10,17,125
9200003,Horned Mushroom,22,39,435
9200004,Green Mushroom,15,26,250
9200005,Slime,6,10,65
9200006,Lupin,37,86,1600
9200007,Zombie Lupin,40,96,1900
9200008,Blue Mushroom,20,35,375
9200009,Stone Golem,55,156,4000
9200010,Zombie Mushroom,24,42,495
9200011,Evil Eye,27,50,650
9200012,Drake,50,130,3000
9200013,Cold Eye,40,96,1900
9200014,Wild Kargo,62,213,6300
9200015,Brown Tanny,30,60,900
9200016,Drumming Bunny,30,60,900
9200017,Pink Tanny,32,68,1100
9200018,Jr. Yetti,50,130,3000
9200019,White Fang,58,179,4900
9200020,Yetti & Pepe,78,179,21000
9200021,Separated Yetti,65,241,7500
9200022,Separated Pepe,60,194,5500
9300000,Jr. Necki,21,37,405
9300001,Ligator,23,32,558
9300002,Curse Eye,25,36,630
9300003,King Slime,28,110,23000
9300004,Mimic,54,151,3800
9300005,Ratz from Another Dimension,34,60,1560
9300006,Black Ratz from Another Dimension,34,60,1560
9300007,Bloctopus from Another Dimension,35,64,1680
9300008,Shadow Eye from Another Dimension,33,58,1440
9300009,Block Golem from Another Dimension,41,80,2400
9300010,Rombad from Another Dimension,36,67,1950
9300011,Toy Trojan,39,75,2160
9300012,Alishar,38,980,55000
9300013,King Block Golem from Another Dimension,200,10156,1116000
9300014,Dark Eye from Another Dimension,33,58,1440
9300015,Cronos,37,86,1600
9300016,Platoon Cronos,41,99,2000
9300017,Master Cronos,46,116,2520
9300018,Tutorial Jr. Sentinel,1,3,15
9300019,Master Muscle Stone,65,241,7500
9300020,Muscle Stone,63,222,6700
9300021,Dark Muscle Stone,200,222,930000
9300022,Black Knight,66,252,8000
9300023,Myst Knight,66,252,8000
9300024,Puppet Golem,67,263,8500
9300025,Gargoyle,68,274,9000
9300026,Jr. Gargoyle,62,213,6300
9300027,Devil Slime,23,40,465
9300028,Ergoth,115,150000,1700000
9300029,Lion Statue A,99,150000,1000000
9300030,Lion Statue B,99,150000,800000
9300031,Knight Statue A,100,150000,900000
9300032,Knight Statue B,100,150000,900000
9300033,Jr. Gargoyle,62,213,6300
9300034,Mist Knight,66,213,8000
9300035,Jr. Gargoyle,62,213,6300
9300036,Black Knight,66,252,8000
9300037,Mist Knight,66,252,8000
9300038,Ghost Pixie,48,99,3312
9300039,Papa Pixie,58,1990,490000
9300040,Cellion in Tower of Goddess,55,125,4800
9300041,Cellion in Tower of Goddess,55,125,4800
9300042,Grupin in Tower of Goddess,55,125,4800
9300043,Lioner in Tower of Goddess,55,125,4800
9300044,Lucida in Tower of Goddess,55,125,2400
9300045,Lunar Pixie in Tower of Goddess,54,121,4560
9300046,Star Pixie in Tower of Goddess,54,121,4560
9300047,Luster Pixie in Tower of Goddess,54,121,4560
9300048,Nependeath in Tower of Goddess,53,117,4320
9300049,Royal Nependeath in Tower of Goddess,53,117,4320
9300050,Flying Boogie,52,113,4080
9300051,Jr. Cellion in Tower of Goddess,53,117,4320
9300052,Jr. Lioner in Tower of Goddess,53,117,4320
9300053,Jr. Grupin in Tower of Goddess,53,117,4320
9300054,Lunar Pixie in Tower of Goddess(Summon Boss),55,125,4800
9300055,Star Pixie in Tower of Goddess(Summon Boss),55,125,4800
9300056,Luster Pixie in Tower of Goddess(Summon Boss),55,125,4800
9300057,Cellion in Tower of Goddess,55,125,4800
9300058,Pig,7,12,80
9300059,Ribbon Pig,10,17,125
9300060,Iron Hog,42,103,2100
9300061,Moon Bunny,30,103,900
9300062,Flyeye,8,13,95
9300063,Stirge,6,10,65
9300064,Goblin Fire,11,19,150
9300065,Green Cornian1 in Cave,100,1334,65000
9300066,Green Cornian 2 in Cave,100,1334,65000
9300067,Dark Cornian 1 in Cave,105,1495,75000
9300068,Dark Cornian 2 in Cave,105,1495,75000
9300069,Red Wyvern 1 in Cave,97,1234,59000
9300070,Red Wyvern 2 in Cave,97,1234,59000
9300071,Blue Wyvern 1 in Cave,101,1367,67000
9300072,Blue Wyvern 2 in Cave,101,1367,67000
9300073,Dark Wyvern 1 in Cave,103,1431,71000
9300074,Dark Wyvern 2 in Cave,103,1431,71000
9300075,Skelegon 1 in Cave,110,1649,85000
9300076,Skelegon 2 in Cave,110,1649,85000
9300077,T-Skelegon in Cave,113,1739,91000
9300078,Jr. Newtie in Cave,105,1495,75000
9300079,Nest Golem in Cave,110,1649,85000
9300080,Kru,68,274,9000
9300081,Flyeye,8,13,95
9300082,Stirge,6,10,65
9300083,Goblin Fire,11,19,150
9300084,Deathly Fear,43,106,2200
9300085,Jr. Balrog in Another World,80,2000,50000
9300086,The Elemental Thanatos,108,4100,70000
9300087,The Charging Taurospear,75,403,15000
9300088,Dark Lord's Disciple,80,2400,120000
9300089,Phoenix,120,13500,1350000
9300090,Frostprey,120,13500,1350000
9300091,Buff Rocky in the Dark,200,13500,930000
9300092,Jr. Balrog in Forgotten Shrine,80,2000,50000
9300093,Tylus,30,2000,900
9300094,Crimson Balrog the Kidnapper,100,3500,50000
9300095,Lycanthrope the Kidnapper,80,610,25000
9300096,Black Kentaurus,88,917,41000
9300097,Goby in Warped Dimension,85,805,35000
9300098,Bone Fish in Warped Dimension,92,1062,49000
9300099,Shark in Warped Dimension,100,1334,65000
9300100,The Elemental Thanatos,108,4100,70000
9300101,Tamable Hog,70,4100,10000
9300102,Watchhog,70,4100,10000
9300103,Barnard Gray,70,4100,10000
9300104,Zeta Gray,70,4100,10000
9300105,Angry Lord Pirate,68,8800,518000
9300106,Enraged Lord Pirate,70,12000,555000
9300107,Peeking Lord Pirate,66,4000,282000
9300108,Lord Pirate's Jar,61,164,7080
9300109,Lord Pirate's Ginseng Jar,61,164,7080
9300110,Lord Pirate's Bellflower,61,164,7080
9300111,Lord Pirate's Ancient Bellflower,61,164,7080
9300112,Lord Pirate's 100yrOld Bellflower,61,164,7080
9300113,Lord Pirate's 100yrOld Ancient Bellflower,61,164,7080
9300114,Lord Pirate's Enraged Mr. Alli,63,178,8040
9300115,Lord Pirate's Enraged Kru,63,178,8040
9300116,Lord Pirate's Enraged Captain,63,178,8040
9300117,Lord Pirate's Devoted Kru,65,193,9000
9300118,Lord Pirate's Devoted Captain,65,193,9000
9300119,Lord Pirate,67,7200,469000
9300120,Lord Pirate's Furious Mr. Alli,65,193,9000
9300121,Lord Pirate's Furious Kru,65,193,9000
9300122,Lord Pirate's Furious Captain,65,193,9000
9300123,Lord Pirate's Mr. Alli,65,193,9000
9300124,Lord Pirate's Kru,65,193,9000
9300125,Lord Pirate's Captain,65,193,9000
9300126,Lord Pirate's Enraged Ginseng Jar,65,193,9000
9300127,Brown Teddy,30,60,900
9300128,Bloctopus ,30,60,900
9300129,Ratz,30,60,900
9300130,Chronos ,30,60,900
9300131,Toy Trojan,39,93,1800
9300132,Tick-Tock,30,60,900
9300133,Robo,30,60,900
9300134,King Block Golem,30,60,900
9300135,Master Chronos ,30,60,900
9300136,Rombot,30,250,9000
9300137,Juliet,70,250,12000
9300138,Romeo,70,250,12000
9300139,Frankenroid,77,11000,627000
9300140,Angry Frankenroid,80,23000,809000
9300141,Homun of Closed Laboratory,71,255,13200
9300142,Homunculu of hidden laboratory,73,289,15600
9300143,Reinforced Iron Mutae,73,289,15600
9300144,Reinforced Mithril Mutae,75,323,18000
9300145,Homun,74,306,16800
9300146,Cyti,76,357,20400
9300147,Homunculus,73,289,15600
9300148,Neo Huroid,73,289,15600
9300149,Roid,75,323,18000
9300150,Neo Huroid,75,323,18000
9300151,Frankenroid,77,11000,627000
9300152,Angry Frankenroid,80,23000,809000
9300153,Obstacle Mutae,62,23000,7560
9300154,Experimental Neo Huroid,58,144,5880
9300155,Pig,7,144,80
9300156,Black Magician's Disciple,10,17,125
9300157,Scorpion,50,100,44640000
9300158,Kyrin,120,6700000,100000000
9300159,Inferno Kyrin,120,6700000,100000000
9300160,Blue Flower Serpent,45,6700000,2550
9300161,Red Flower Serpent,45,6700000,2550
9300162,Willi,55,6700000,4000
9300163,Sage Cat,120,6700000,105000
9300164,The Book Ghost,120,6700000,105000
9300165,Peach Monkey,120,6700000,105000
9300166,Bomb,35,6700000,10000
9300167,Moonlight Thief,10,0,1000
9300168,Street Cat,10,0,49990
9300169,Ratz from Another Dimension,32,68,1100
9300170,Black Ratz from Another Dimension,34,75,1300
9300171,Bloctopus from Another Dimension,35,79,1400
9300172,Poisoned Lord Tree,43,85,2640
9300173,Poisoned Stone Bug,43,85,2640
9300174,Poison Flower,43,85,2640
9300175,Poisoned Spright,43,85,2640
9300176,Poison Golem,43,85,2640
9300177,Poison Golem Level 2,45,90,2880
9300178,Poison Golem Level 3,45,90,2880
9300179,Spright,45,90,2880
9300180,Poison Golem,45,90,24000
9300181,Charged Poison Golem,46,90,38000
9300182,Super-Charged Poison Golem,48,1467,50000
